From;To;Length in meter
a6187;a6188;17228
a6188;a6189;7337
a6189;a6190;49217
a6190;a6191;15538
a6191;a6192;44270
a6192;a6193;51261
a6193;a6194;40329
a6194;a6195;31964
a6195;a6196;30143
a6196;a6197;16066
a6197;a6198;19731
a6198;a6199;16817
a6199;a6200;48513
a6200;a6201;14368
a6201;a6202;16259
a6202;a6203;11807
a6203;a6204;12045
a6204;a6205;11112
a6205;a6206;9310
a6206;a6207;27577
a6207;a6208;50630
a6208;a6209;2376
a6209;a6210;49341
a6210;a6211;11672
a6211;a6212;30859
a6212;a6213;32243
a6213;a6214;29538
a6214;a6215;21194
a6215;a6216;21881
a6216;a6217;15169
a6217;a6218;20472
a6218;a6219;29875
a6219;a6220;26499
a6220;a6221;46902
a6221;a6222;50270
a6222;a6223;3245
a6223;a6224;36610
a6224;a6225;41755
a6225;a6226;35177
a6226;a6227;43593
a6227;a6228;39008
a6228;a6229;27857
a6229;a6230;39228
a6230;a6231;38500
a6231;a6232;40896
a6232;a6233;14824
a6233;a6234;17226
a6234;a6235;42864
a6235;a6236;4491
a6236;a6237;20262
a6237;a6238;22183
a6238;a6239;34548
a6239;a6240;26604
a6240;a6241;2467
a6241;a6242;36991
a6242;a6243;8036
a6243;a6244;22171
a6244;a6245;46752
a6245;a6246;20167
a6246;a6247;8830
a6247;a6248;20403
a6248;a6249;41938
a6249;a6250;37249
a6250;a6251;13695
a6251;a6252;8388
a6252;a6253;11717
a6253;a6254;32655
a6254;a6255;28331
a6255;a6256;9824
a6256;a6257;32841
a6257;a6258;31611
a6258;a6259;4558
a6259;a6260;15855
a6260;a6261;28375
a6261;a6262;48176
a6262;a6263;23684
a6263;a6264;40924
a6264;a6265;19630
a6265;a6266;13288
a6266;a6267;51360
a6267;a6268;9006
a6268;a6269;4795
a6269;a6270;26280
a6270;a6271;41957
a6271;a6272;34638
a6272;a6273;5801
a6273;a6274;24380
a6274;a6275;7224
a6275;a6276;48736
a6276;a6277;37475
a6277;a6278;7320
a6278;a6279;14868
a6279;a6280;31370
a6280;a6281;4657
a6281;a6282;48388
a6282;a6283;47536
a6283;a6284;2368
a6284;a6285;23642
a6285;a6286;18993
a6286;a6287;31688
a6287;a6288;35915
a6288;a6289;44032
a6289;a6290;51139
a6290;a6291;38819
a6291;a6292;7165
a6292;a6293;15876
a6293;a6294;11075
a6294;a6295;18600
a6295;a6296;47265
a6296;a6297;4859
a6297;a6298;7823
a6298;a6299;44636
a6299;a6300;28203
a6300;a6301;5206
a6301;a6302;12307
a6302;a6303;38756
a6303;a6304;20378
a6304;a6305;35956
a6305;a6306;16338
a6306;a6307;38997
a6307;a6308;13928
a6308;a6309;31318
a6309;a6310;15876
a6310;a6311;39803
a6311;a6312;19480
a6312;a6313;49926
a6313;a6314;9640
a6314;a6315;10315
a6315;a6316;15218
a6316;a6317;30984
a6317;a6318;12426
a6318;a6319;38131
a6319;a6320;34964
a6320;a6321;17536
a6321;a6322;42280
a6322;a6323;51383
a6323;a6324;46268
a6324;a6325;48372
a6325;a6326;2057
a6326;a6327;41596
a6327;a6328;48470
a6328;a6329;40481
a6329;a6330;38849
a6330;a6331;43413
a6331;a6332;28119
a6332;a6333;43348
a6333;a6334;29250
a6334;a6335;24988
a6335;a6336;43194
a6336;a6337;44894
a6337;a6338;4497
a6338;a6339;4615
a6339;a6340;18157
a6340;a6341;46418
a6341;a6342;47164
a6342;a6343;34983
a6343;a6344;19025
a6344;a6345;50492
a6345;a6346;10244
a6346;a6347;36348
a6347;a6348;41389
a6348;a6349;21435
a6349;a6350;30255
a6350;a6351;13863
a6351;a6352;34550
a6352;a6353;32754
a6353;a6354;28265
a6354;a6355;12334
a6355;a6356;51834
a6356;a6357;9702
a6357;a6358;16656
a6358;a6359;43732
a6359;a6360;10524
a6360;a6361;7991
a6361;a6362;4852
a6362;a6363;18953
a6363;a6364;14831
a6364;a6365;41613
a6365;a6366;24264
a6366;a6367;25511
a6367;a6368;41857
a6368;a6369;33707
a6369;a6370;21243
a6370;a6371;17120
a6371;a6372;13598
a6372;a6373;14456
a6373;a6374;46987
a6374;a6375;19454
a6375;a6376;27696
a6376;a6377;29128
a6377;a6378;5017
a6378;a6379;8758
a6379;a6380;45860
a6380;a6381;47513
a6381;a6382;50089
a6382;a6383;36452
a6383;a6384;41676
a6384;a6385;33286
a6385;a6386;17248
a6386;a6387;3370
a6387;a6388;38857
a6388;a6389;38093
a6389;a6390;46073
a6390;a6391;31875
a6391;a6392;26896
a6392;a6393;30533
a6393;a6394;3118
a6394;a6395;42718
a6395;a6396;23563
a6396;a6397;4629
a6397;a6398;45068
a6398;a6399;16219
a6399;a6400;12708
a6400;a6401;35875
a6401;a6402;6170
a6402;a6403;4123
a6403;a6404;21435
a6404;a6405;15470
a6405;a6406;36138
a6406;a6407;9304
a6407;a6408;12878
a6408;a6409;45007
a6409;a6410;8922
a6410;a6411;15384
a6411;a6412;9505
a6412;a6413;14500
a6413;a6414;18480
a6414;a6415;27297
a6415;a6416;27194
a6416;a6417;16428
a6417;a6418;25007
a6418;a6419;26833
a6419;a6420;42141
a6420;a6421;17224
a6421;a6422;13946
a6422;a6423;4296
a6423;a6424;31086
a6424;a6425;15528
a6425;a6426;30562
a6426;a6427;48525
a6427;a6428;20302
a6428;a6429;13445
a6429;a6430;4838
a6430;a6431;12759
a6431;a6432;50338
a6432;a6433;13015
a6433;a6434;35041
a6434;a6435;23082
a6435;a6436;11591
a6436;a6437;25172
a6437;a6438;3416
a6438;a6439;9510
a6439;a6440;30448
a6440;a6441;42581
a6441;a6442;4158
a6442;a6443;17187
a6443;a6444;36949
a6444;a6445;30884
a6445;a6446;22073
a6446;a6447;46599
a6447;a6448;22725
a6448;a6449;35180
a6449;a6450;10149
a6450;a6451;27244
a6451;a6452;2289
a6452;a6453;29792
a6453;a6454;25616
a6454;a6455;48764
a6455;a6456;21675
a6456;a6457;9803
a6457;a6458;47059
a6458;a6459;7206
a6459;a6460;15904
a6460;a6461;32221
a6461;a6462;9596
a6462;a6463;21756
a6463;a6464;50757
a6464;a6465;13132
a6465;a6466;11236
a6466;a6467;39088
a6467;a6468;44967
a6468;a6469;24761
a6469;a6470;11145
a6470;a6471;18283
a6471;a6472;6076
a6472;a6473;12958
a6473;a6474;9733
a6474;a6475;29160
a6475;a6476;26933
a6476;a6477;21298
a6477;a6478;21244
a6478;a6479;50836
a6479;a6480;30087
a6480;a6481;12743
a6481;a6482;21817
a6482;a6483;25335
a6483;a6484;14184
a6484;a6485;23577
a6485;a6486;29894
a6486;a6487;3144
a6487;a6488;49872
a6488;a6489;17217
a6489;a6490;51274
a6490;a6491;13768
a6491;a6492;42710
a6492;a6493;27421
a6493;a6494;48107
a6494;a6495;4531
a6495;a6496;27071
a6496;a6497;41375
a6497;a6498;19712
a6498;a6499;15150
a6499;a6500;28177
a6500;a6501;23238
a6501;a6502;13191
a6502;a6503;43915
a6503;a6504;29024
a6504;a6505;17778
a6505;a6506;13550
a6506;a6507;13735
a6507;a6508;5175
a6508;a6509;51956
a6509;a6510;46243
a6510;a6511;12728
a6511;a6512;43217
a6512;a6513;19524
a6513;a6514;9894
a6514;a6515;14585
a6515;a6516;37981
a6516;a6517;40004
a6517;a6518;43330
a6518;a6519;28491
a6519;a6520;19566
a6520;a6521;28786
a6521;a6522;18989
a6522;a6523;37046
a6523;a6524;43654
a6524;a6525;49496
a6525;a6526;44269
a6526;a6527;3322
a6527;a6528;37653
a6528;a6529;43284
a6529;a6530;43454
a6530;a6531;14972
a6531;a6532;30789
a6532;a6533;42220
a6533;a6534;35480
a6534;a6535;34124
a6535;a6536;8444
a6536;a6537;25590
a6537;a6538;16983
a6538;a6539;36695
a6539;a6540;19730
a6540;a6541;18595
a6541;a6542;5839
a6542;a6543;3713
a6543;a6544;32593
a6544;a6545;12635
a6545;a6546;47709
a6546;a6547;20249
a6547;a6548;22590
a6548;a6549;5211
a6549;a6550;36981
a6550;a6551;44647
a6551;a6552;49871
a6552;a6553;15311
a6553;a6554;3939
a6554;a6555;31868
a6555;a6556;23877
a6556;a6557;27079
a6557;a6558;22005
a6558;a6559;30007
a6559;a6560;26819
a6560;a6561;50545
a6561;a6562;42436
a6562;a6563;18244
a6563;a6564;15053
a6564;a6565;13253
a6565;a6566;19017
a6566;a6567;17897
a6567;a6568;42176
a6568;a6569;10731
a6569;a6570;41957
a6570;a6571;35574
a6571;a6572;48851
a6572;a6573;46917
a6573;a6574;8459
a6574;a6575;38912
a6575;a6576;42162
a6576;a6577;37898
a6577;a6578;17242
a6578;a6579;20895
a6579;a6580;41666
a6580;a6581;33608
a6581;a6582;35677
a6582;a6583;28333
a6583;a6584;50177
a6584;a6585;32506
a6585;a6586;51138
a6586;a6587;13709
a6587;a6588;14836
a6588;a6589;23674
a6589;a6590;32658
a6590;a6591;17321
a6591;a6592;28001
a6592;a6593;39240
a6593;a6594;45068
a6594;a6595;48420
a6595;a6596;28144
a6596;a6597;37630
a6597;a6598;25398
a6598;a6599;9843
a6599;a6600;48048
a6600;a6601;14698
a6601;a6602;50531
a6602;a6603;50576
a6603;a6604;21352
a6604;a6605;5523
a6605;a6606;45834
a6606;a6607;34605
a6607;a6608;48761
a6608;a6609;44346
a6609;a6610;6825
a6610;a6611;32433
a6611;a6612;42088
a6612;a6613;43947
a6613;a6614;29789
a6614;a6615;23752
a6615;a6616;7701
a6616;a6617;38625
a6617;a6618;22708
a6618;a6619;45848
a6619;a6620;50916
a6620;a6621;6841
a6621;a6622;44882
a6622;a6623;32581
a6623;a6624;29422
a6624;a6625;50603
a6625;a6626;2159
a6626;a6627;13002
a6627;a6628;6898
a6628;a6629;8704
a6629;a6630;4836
a6630;a6631;27029
a6631;a6632;7675
a6632;a6633;20032
a6633;a6634;26975
a6634;a6635;17974
a6635;a6636;49468
a6636;a6637;31357
a6637;a6638;39139
a6638;a6639;28198
a6639;a6640;34039
a6640;a6641;11222
a6641;a6642;21355
a6642;a6643;4654
a6643;a6644;4953
a6644;a6645;37885
a6645;a6646;49497
a6646;a6647;15677
a6647;a6648;37530
a6648;a6649;24587
a6649;a6650;36212
a6650;a6651;39030
a6651;a6652;8544
a6652;a6653;29890
a6653;a6654;47035
a6654;a6655;3902
a6655;a6656;2266
a6656;a6657;24265
a6657;a6658;3368
a6658;a6659;6326
a6659;a6660;45044
a6660;a6661;46700
a6661;a6662;26671
a6662;a6663;18333
a6663;a6664;22756
a6664;a6665;36689
a6665;a6666;22352
a6666;a6667;26022
a6667;a6668;24218
a6668;a6669;17643
a6669;a6670;47637
a6670;a6671;10698
a6671;a6672;18887
a6672;a6673;37488
a6673;a6674;4992
a6674;a6675;30258
a6675;a6676;19060
a6676;a6677;41045
a6677;a6678;51558
a6678;a6679;15051
a6679;a6680;45177
a6680;a6681;6605
a6681;a6682;15485
a6682;a6683;13623
a6683;a6684;7795
a6684;a6685;26070
a6685;a6686;12070
a6686;a6687;8920
a6687;a6688;41358
a6688;a6689;44014
a6689;a6690;6158
a6690;a6691;24840
a6691;a6692;22944
a6692;a6693;46032
a6693;a6694;22393
a6694;a6695;6289
a6695;a6696;33876
a6696;a6697;50919
a6697;a6698;11600
a6698;a6699;33364
a6699;a6700;23264
a6700;a6701;14324
a6701;a6702;39822
a6702;a6703;21678
a6703;a6704;10355
a6704;a6705;43818
a6705;a6706;26367
a6706;a6707;16390
a6707;a6708;16893
a6708;a6709;6587
a6709;a6710;18572
a6710;a6711;7083
a6711;a6712;51621
a6712;a6713;31311
a6713;a6714;3959
a6714;a6715;24272
a6715;a6716;26508
a6716;a6717;15257
a6717;a6718;24932
a6718;a6719;26016
a6719;a6720;18332
a6720;a6721;46040
a6721;a6722;27254
a6722;a6723;44892
a6723;a6724;49828
a6724;a6725;35119
a6725;a6726;41155
a6726;a6727;41427
a6727;a6728;51801
a6728;a6729;36645
a6729;a6730;13105
a6730;a6731;49942
a6731;a6732;31274
a6732;a6733;41005
a6733;a6734;27060
a6734;a6735;6752
a6735;a6736;11080
a6736;a6737;37108
a6737;a6738;26287
a6738;a6739;18670
a6739;a6740;23112
a6740;a6741;31264
a6741;a6742;20752
a6742;a6743;11840
a6743;a6744;30866
a6744;a6745;43386
a6745;a6746;40498
a6746;a6747;47066
a6747;a6748;26896
a6748;a6749;23141
a6749;a6750;22444
a6750;a6751;48029
a6751;a6752;47307
a6752;a6753;39692
a6753;a6754;46597
a6754;a6755;13012
a6755;a6756;18532
a6756;a6757;48694
a6757;a6758;17795
a6758;a6759;19127
a6759;a6760;51281
a6760;a6761;29334
a6761;a6762;20790
a6762;a6763;30402
a6763;a6764;22783
a6764;a6765;12389
a6765;a6766;9733
a6766;a6767;37544
a6767;a6768;41209
a6768;a6769;37472
a6769;a6770;27941
a6770;a6771;37733
a6771;a6772;15536
a6772;a6773;33995
a6773;a6774;40189
a6774;a6775;7346
a6775;a6776;9982
a6776;a6777;15682
a6777;a6778;47726
a6778;a6779;29187
a6779;a6780;44656
a6780;a6781;12921
a6781;a6782;45706
a6782;a6783;8485
a6783;a6784;13064
a6784;a6785;40726
a6785;a6786;23799
a6786;a6787;48694
a6787;a6788;22731
a6788;a6789;12623
a6789;a6790;3350
a6790;a6791;8958
a6791;a6792;27345
a6792;a6793;12384
a6793;a6794;48687
a6794;a6795;30002
a6795;a6796;7553
a6796;a6797;26216
a6797;a6798;35879
a6798;a6799;44159
a6799;a6800;22822
a6800;a6801;17746
a6801;a6802;9602
a6802;a6803;28254
a6803;a6804;48632
a6804;a6805;46923
a6805;a6806;7621
a6806;a6807;15179
a6807;a6808;31658
a6808;a6809;41856
a6809;a6810;32857
a6810;a6811;51074
a6811;a6812;40581
a6812;a6813;29492
a6813;a6814;4985
a6814;a6815;20312
a6815;a6816;11713
a6816;a6817;17061
a6817;a6818;27096
a6818;a6819;9679
a6819;a6820;36678
a6820;a6821;41220
a6821;a6822;8075
a6822;a6823;46526
a6823;a6824;14102
a6824;a6825;15989
a6825;a6826;38025
a6826;a6827;23026
a6827;a6828;38436
a6828;a6829;13708
a6829;a6830;22341
a6830;a6831;10153
a6831;a6832;26855
a6832;a6833;5494
a6833;a6834;39835
a6834;a6835;20487
a6835;a6836;39499
a6836;a6837;18984
a6837;a6838;51700
a6838;a6839;48560
a6839;a6840;29247
a6840;a6841;41489
a6841;a6842;51025
a6842;a6843;51078
a6843;a6844;14673
a6844;a6845;6134
a6845;a6846;7103
a6846;a6847;27062
a6847;a6848;3874
a6848;a6849;47028
a6849;a6850;24808
a6850;a6851;19741
a6851;a6852;7440
a6852;a6853;47058
a6853;a6854;6962
a6854;a6855;37821
a6855;a6856;16040
a6856;a6857;28526
a6857;a6858;26803
a6858;a6859;33685
a6859;a6860;31737
a6860;a6861;2499
a6861;a6862;38399
a6862;a6863;30006
a6863;a6864;32528
a6864;a6865;47502
a6865;a6866;25201
a6866;a6867;4294
a6867;a6868;16354
a6868;a6869;31967
a6869;a6870;10760
a6870;a6871;22959
a6871;a6872;14319
a6872;a6873;27719
a6873;a6874;31116
a6874;a6875;12623
a6875;a6876;32753
a6876;a6877;33699
a6877;a6878;45340
a6878;a6879;16635
a6879;a6880;30345
a6880;a6881;40120
a6881;a6882;39289
a6882;a6883;8967
a6883;a6884;9635
a6884;a6885;13285
a6885;a6886;7755
a6886;a6887;26062
a6887;a6888;51822
a6888;a6889;20426
a6889;a6890;31873
a6890;a6891;29528
a6891;a6892;50071
a6892;a6893;42084
a6893;a6894;51924
a6894;a6895;29090
a6895;a6896;49263
a6896;a6897;36786
a6897;a6898;20463
a6898;a6899;25683
a6899;a6900;29523
a6900;a6901;29083
a6901;a6902;7086
a6902;a6903;29180
a6903;a6904;26709
a6904;a6905;37366
a6905;a6906;14095
a6906;a6907;13863
a6907;a6908;15571
a6908;a6909;42307
a6909;a6910;51816
a6910;a6911;47493
a6911;a6912;40280
a6912;a6913;20251
a6913;a6914;13386
a6914;a6915;16541
a6915;a6916;12664
a6916;a6917;28439
a6917;a6918;31469
a6918;a6919;21040
a6919;a6920;10590
a6920;a6921;30553
a6921;a6922;43522
a6922;a6923;27352
a6923;a6924;47725
a6924;a6925;41753
a6925;a6926;38012
a6926;a6927;46141
a6927;a6928;51113
a6928;a6929;2093
a6929;a6930;51289
a6930;a6931;45837
a6931;a6932;24921
a6932;a6933;6026
a6933;a6934;33678
a6934;a6935;18963
a6935;a6936;47063
a6936;a6937;23557
a6937;a6938;3839
a6938;a6939;39839
a6939;a6940;40418
a6940;a6941;45529
a6941;a6942;12389
a6942;a6943;37388
a6943;a6944;31862
a6944;a6945;21502
a6945;a6946;39390
a6946;a6947;6030
a6947;a6948;10453
a6948;a6949;33762
a6949;a6950;5407
a6950;a6951;40969
a6951;a6952;20758
a6952;a6953;15081
a6953;a6954;32549
a6954;a6955;11608
a6955;a6956;28524
a6956;a6957;21032
a6957;a6958;50132
a6958;a6959;28230
a6959;a6960;23683
a6960;a6961;9900
a6961;a6962;49458
a6962;a6963;12650
a6963;a6964;30042
a6964;a6965;14539
a6965;a6966;3521
a6966;a6967;3081
a6967;a6968;21890
a6968;a6969;10858
a6969;a6970;30464
a6970;a6971;7138
a6971;a6972;5241
a6972;a6973;47080
a6973;a6974;44049
a6974;a6975;14579
a6975;a6976;5473
a6976;a6977;46373
a6977;a6978;50496
a6978;a6979;43161
a6979;a6980;13687
a6980;a6981;33015
a6981;a6982;18679
a6982;a6983;16826
a6983;a6984;31316
a6984;a6985;8871
a6985;a6986;19846
a6986;a6987;15309
a6987;a6988;16188
a6988;a6989;22621
a6989;a6990;3766
a6990;a6991;38233
a6991;a6992;23554
a6992;a6993;28921
a6993;a6994;50567
a6994;a6995;44757
a6995;a6996;2445
a6996;a6997;28479
a6997;a6998;11353
a6998;a6999;11928
a6999;a7000;51108
a7000;a7001;12894
a7001;a7002;26159
a7002;a7003;51052
a7003;a7004;5249
a7004;a7005;10007
a7005;a7006;34805
a7006;a7007;31550
a7007;a7008;29373
a7008;a7009;36538
a7009;a7010;24752
a7010;a7011;36112
a7011;a7012;4545
a7012;a7013;14791
a7013;a7014;40218
a7014;a7015;9201
a7015;a7016;5624
a7016;a7017;49347
a7017;a7018;8479
a7018;a7019;13441
a7019;a7020;37193
a7020;a7021;37838
a7021;a7022;22550
a7022;a7023;24802
a7023;a7024;50207
a7024;a7025;7103
a7025;a7026;4234
a7026;a7027;28070
a7027;a7028;40741
a7028;a7029;22381
a7029;a7030;7931
a7030;a7031;18626
a7031;a7032;38095
a7032;a7033;12482
a7033;a7034;13512
a7034;a7035;25235
a7035;a7036;22028
a7036;a7037;38379
a7037;a7038;46083
a7038;a7039;41238
a7039;a7040;17872
a7040;a7041;6097
a7041;a7042;51522
a7042;a7043;38288
a7043;a7044;3939
a7044;a7045;37331
a7045;a7046;49296
a7046;a7047;37640
a7047;a7048;27715
a7048;a7049;12875
a7049;a7050;28267
a7050;a7051;28866
a7051;a7052;16135
a7052;a7053;44550
a7053;a7054;46920
a7054;a7055;4836
a7055;a7056;30448
a7056;a7057;11134
a7057;a7058;46803
a7058;a7059;24813
a7059;a7060;8075
a7060;a7061;12520
a7061;a7062;36801
a7062;a7063;24608
a7063;a7064;2239
a7064;a7065;4254
a7065;a7066;6343
a7066;a7067;13864
a7067;a7068;25148
a7068;a7069;21477
a7069;a7070;27615
a7070;a7071;35748
a7071;a7072;22003
a7072;a7073;37322
a7073;a7074;10432
a7074;a7075;13611
a7075;a7076;51248
a7076;a7077;25839
a7077;a7078;28548
a7078;a7079;22494
a7079;a7080;21092
a7080;a7081;13636
a7081;a7082;42863
a7082;a7083;50738
a7083;a7084;33591
a7084;a7085;7622
a7085;a7086;5255
a7086;a7087;8449
a7087;a7088;15331
a7088;a7089;28438
a7089;a7090;36550
a7090;a7091;45048
a7091;a7092;18118
a7092;a7093;10479
a7093;a7094;33561
a7094;a7095;7726
a7095;a7096;3982
a7096;a7097;49787
a7097;a7098;23033
a7098;a7099;6293
a7099;a7100;36281
a7100;a7101;40482
a7101;a7102;44834
a7102;a7103;47573
a7103;a7104;32696
a7104;a7105;38919
a7105;a7106;12834
a7106;a7107;14298
a7107;a7108;46555
a7108;a7109;32292
a7109;a7110;19481
a7110;a7111;39259
a7111;a7112;30026
a7112;a7113;15007
a7113;a7114;19334
a7114;a7115;15401
a7115;a7116;46478
a7116;a7117;41851
a7117;a7118;47515
a7118;a7119;36447
a7119;a7120;39581
a7120;a7121;31685
a7121;a7122;51387
a7122;a7123;30716
a7123;a7124;33550
a7124;a7125;39213
a7125;a7126;37635
a7126;a7127;32835
a7127;a7128;32375
a7128;a7129;45228
a7129;a7130;12353
a7130;a7131;34212
a7131;a7132;5806
a7132;a7133;37665
a7133;a7134;18765
a7134;a7135;13320
a7135;a7136;46451
a7136;a7137;16771
a7137;a7138;5753
a7138;a7139;21144
a7139;a7140;5384
a7140;a7141;7762
a7141;a7142;40498
a7142;a7143;35429
a7143;a7144;13356
a7144;a7145;3438
a7145;a7146;10239
a7146;a7147;49809
a7147;a7148;20917
a7148;a7149;37405
a7149;a7150;41387
a7150;a7151;30292
a7151;a7152;43519
a7152;a7153;5786
a7153;a7154;49069
a7154;a7155;2166
a7155;a7156;27050
a7156;a7157;11610
a7157;a7158;16534
a7158;a7159;24901
a7159;a7160;5120
a7160;a7161;51422
a7161;a7162;41797
a7162;a7163;21310
a7163;a7164;51925
a7164;a7165;48079
a7165;a7166;28419
a7166;a7167;49927
a7167;a7168;43517
a7168;a7169;7193
a7169;a7170;38349
a7170;a7171;46310
a7171;a7172;25937
a7172;a7173;37222
a7173;a7174;17414
a7174;a7175;9836
a7175;a7176;50789
a7176;a7177;24825
a7177;a7178;48212
a7178;a7179;27422
a7179;a7180;27591
a7180;a7181;47766
a7181;a7182;30928
a7182;a7183;4575
a7183;a7184;7485
a7184;a7185;37400
a7185;a7186;39898
a7186;a7187;17190
a7187;a7188;4774
a7188;a7189;21561
a7189;a7190;2628
a7190;a7191;4584
a7191;a7192;31126
a7192;a7193;36537
a7193;a7194;48408
a7194;a7195;45427
a7195;a7196;12270
a7196;a7197;43742
a7197;a7198;25682
a7198;a7199;43382
a7199;a7200;28557
a7200;a7201;22685
a7201;a7202;40866
a7202;a7203;48601
a7203;a7204;18826
a7204;a7205;36869
a7205;a7206;26470
a7206;a7207;4496
a7207;a7208;11696
a7208;a7209;33391
a7209;a7210;3040
a7210;a7211;36625
a7211;a7212;49610
a7212;a7213;40166
a7213;a7214;7705
a7214;a7215;41991
a7215;a7216;48762
a7216;a7217;16931
a7217;a7218;21927
a7218;a7219;42554
a7219;a7220;42352
a7220;a7221;47518
a7221;a7222;42412
a7222;a7223;36345
a7223;a7224;35552
a7224;a7225;31193
a7225;a7226;2113
a7226;a7227;13215
a7227;a7228;8018
a7228;a7229;40336
a7229;a7230;12714
a7230;a7231;49948
a7231;a7232;33830
a7232;a7233;10185
a7233;a7234;16093
a7234;a7235;11254
a7235;a7236;49317
a7236;a7237;13930
a7237;a7238;49857
a7238;a7239;8959
a7239;a7240;36412
a7240;a7241;3060
a7241;a7242;51244
a7242;a7243;11628
a7243;a7244;2872
a7244;a7245;8527
a7245;a7246;44440
a7246;a7247;50800
a7247;a7248;31002
a7248;a7249;3036
a7249;a7250;28665
a7250;a7251;38034
a7251;a7252;33367
a7252;a7253;18565
a7253;a7254;8275
a7254;a7255;39034
a7255;a7256;47359
a7256;a7257;46089
a7257;a7258;31549
a7258;a7259;47297
a7259;a7260;20501
a7260;a7261;16387
a7261;a7262;31835
a7262;a7263;9883
a7263;a7264;34860
a7264;a7265;21816
a7265;a7266;43313
a7266;a7267;32218
a7267;a7268;42058
a7268;a7269;38983
a7269;a7270;43728
a7270;a7271;27152
a7271;a7272;30036
a7272;a7273;51337
a7273;a7274;8161
a7274;a7275;25880
a7275;a7276;18920
a7276;a7277;48905
a7277;a7278;41152
a7278;a7279;34810
a7279;a7280;36146
a7280;a7281;49620
a7281;a7282;39286
a7282;a7283;2946
a7283;a7284;50343
a7284;a7285;42977
a7285;a7286;22765
a7286;a7287;8989
a7287;a7288;49358
a7288;a7289;2128
a7289;a7290;12394
a7290;a7291;35924
a7291;a7292;30317
a7292;a7293;44959
a7293;a7294;17922
a7294;a7295;23656
a7295;a7296;28611
a7296;a7297;48144
a7297;a7298;44763
a7298;a7299;26935
a7299;a7300;48321
a7300;a7301;30769
a7301;a7302;18718
a7302;a7303;6722
a7303;a7304;18728
a7304;a7305;25681
a7305;a7306;22520
a7306;a7307;47975
a7307;a7308;40308
a7308;a7309;47421
a7309;a7310;33798
a7310;a7311;25835
a7311;a7312;48851
a7312;a7313;45346
a7313;a7314;51329
a7314;a7315;35184
a7315;a7316;18234
a7316;a7317;49288
a7317;a7318;45359
a7318;a7319;5630
a7319;a7320;40760
a7320;a7321;23047
a7321;a7322;18198
a7322;a7323;45133
a7323;a7324;18941
a7324;a7325;37844
a7325;a7326;13299
a7326;a7327;40674
a7327;a7328;24163
a7328;a7329;13925
a7329;a7330;14588
a7330;a7331;43630
a7331;a7332;25736
a7332;a7333;3506
a7333;a7334;32962
a7334;a7335;30887
a7335;a7336;18510
a7336;a7337;2386
a7337;a7338;33524
a7338;a7339;10057
a7339;a7340;28462
a7340;a7341;30710
a7341;a7342;15418
a7342;a7343;28678
a7343;a7344;3410
a7344;a7345;15627
a7345;a7346;15907
a7346;a7347;2747
a7347;a7348;50406
a7348;a7349;39855
a7349;a7350;21728
a7350;a7351;49558
a7351;a7352;12221
a7352;a7353;40541
a7353;a7354;33714
a7354;a7355;43406
a7355;a7356;32838
a7356;a7357;2252
a7357;a7358;45131
a7358;a7359;10498
a7359;a7360;45883
a7360;a7361;36361
a7361;a7362;10293
a7362;a7363;41089
a7363;a7364;30528
a7364;a7365;26704
a7365;a7366;47611
a7366;a7367;22779
a7367;a7368;16563
a7368;a7369;47955
a7369;a7370;40430
a7370;a7371;38735
a7371;a7372;34038
a7372;a7373;28851
a7373;a7374;19775
a7374;a7375;28590
a7375;a7376;43182
a7376;a7377;37140
a7377;a7378;35407
a7378;a7379;27778
a7379;a7380;47126
a7380;a7381;6918
a7381;a7382;45508
a7382;a7383;33146
a7383;a7384;33395
a7384;a7385;11891
a7385;a7386;30725
a7386;a7387;38828
a7387;a7388;10072
a7388;a7389;9995
a7389;a7390;15317
a7390;a7391;46567
a7391;a7392;49098
a7392;a7393;45847
a7393;a7394;6702
a7394;a7395;28942
a7395;a7396;22254
a7396;a7397;47478
a7397;a7398;44851
a7398;a7399;12288
a7399;a7400;15025
a7400;a7401;42980
a7401;a7402;34632
a7402;a7403;48485
a7403;a7404;29786
a7404;a7405;50815
a7405;a7406;17501
a7406;a7407;11251
a7407;a7408;42509
a7408;a7409;14815
a7409;a7410;23703
a7410;a7411;33093
a7411;a7412;6549
a7412;a7413;11174
a7413;a7414;32564
a7414;a7415;43640
a7415;a7416;2982
a7416;a7417;50091
a7417;a7418;6377
a7418;a7419;28745
a7419;a7420;19419
a7420;a7421;29184
a7421;a7422;2881
a7422;a7423;2417
a7423;a7424;48274
a7424;a7425;19229
a7425;a7426;12412
a7426;a7427;20450
a7427;a7428;31037
a7428;a7429;25367
a7429;a7430;8419
a7430;a7431;15412
a7431;a7432;37293
a7432;a7433;18515
a7433;a7434;44235
a7434;a7435;47561
a7435;a7436;5912
a7436;a7437;22398
a7437;a7438;24735
a7438;a7439;45233
a7439;a7440;41145
a7440;a7441;21349
a7441;a7442;28853
a7442;a7443;51216
a7443;a7444;48202
a7444;a7445;22829
a7445;a7446;7761
a7446;a7447;48750
a7447;a7448;11274
a7448;a7449;16475
a7449;a7450;34007
a7450;a7451;11921
a7451;a7452;11979
a7452;a7453;18413
a7453;a7454;28864
a7454;a7455;10400
a7455;a7456;7683
a7456;a7457;25552
a7457;a7458;48745
